# time = 8.700000000000001e+00# start, end, pivot, particles, density
0.00000e+00, 7.25710e-05, 3.62855e-05, 0.00000e+00, 0.00000e+00
7.25710e-05, 1.52399e-04, 1.12485e-04, 1.15143e-03, 1.44238e+01
1.52399e-04, 2.40210e-04, 1.96305e-04, 1.26657e-03, 1.44238e+01
2.40210e-04, 3.36802e-04, 2.88506e-04, 1.39323e-03, 1.44238e+01
3.36802e-04, 4.43053e-04, 3.89928e-04, 1.53255e-03, 1.44238e+01
4.43053e-04, 5.59929e-04, 5.01491e-04, 1.68580e-03, 1.44238e+01
5.59929e-04, 6.88493e-04, 6.24211e-04, 1.85438e-03, 1.44238e+01
6.88493e-04, 8.29914e-04, 7.59203e-04, 2.03981e-03, 1.44238e+01
8.29914e-04, 9.85476e-04, 9.07695e-04, 2.24379e-03, 1.44237e+01
9.85476e-04, 1.15659e-03, 1.07104e-03, 2.46816e-03, 1.44237e+01
1.15659e-03, 1.34482e-03, 1.25071e-03, 2.71496e-03, 1.44236e+01
1.34482e-03, 1.55188e-03, 1.44835e-03, 2.98645e-03, 1.44235e+01
1.55188e-03, 1.77964e-03, 1.66576e-03, 3.28507e-03, 1.44235e+01
1.77964e-03, 2.03017e-03, 1.90490e-03, 3.61355e-03, 1.44233e+01
2.03017e-03, 2.30576e-03, 2.16797e-03, 3.97486e-03, 1.44232e+01
2.30576e-03, 2.60891e-03, 2.45733e-03, 4.37229e-03, 1.44230e+01
2.60891e-03, 2.94237e-03, 2.77564e-03, 4.80945e-03, 1.44228e+01
2.94237e-03, 3.30918e-03, 3.12577e-03, 5.29029e-03, 1.44225e+01
3.30918e-03, 3.71267e-03, 3.51092e-03, 5.81918e-03, 1.44222e+01
3.71267e-03, 4.15650e-03, 3.93458e-03, 6.40090e-03, 1.44217e+01
4.15650e-03, 4.64472e-03, 4.40061e-03, 7.04074e-03, 1.44212e+01
4.64472e-03, 5.18177e-03, 4.91325e-03, 7.74447e-03, 1.44206e+01
5.18177e-03, 5.77252e-03, 5.47714e-03, 8.51844e-03, 1.44198e+01
5.77252e-03, 6.42234e-03, 6.09743e-03, 9.36966e-03, 1.44188e+01
6.42234e-03, 7.13714e-03, 6.77974e-03, 1.03058e-02, 1.44176e+01
7.13714e-03, 7.92343e-03, 7.53029e-03, 1.13352e-02, 1.44162e+01
7.92343e-03, 8.78834e-03, 8.35588e-03, 1.24672e-02, 1.44144e+01
8.78834e-03, 9.73975e-03, 9.26404e-03, 1.37119e-02, 1.44122e+01
9.73975e-03, 1.07863e-02, 1.02630e-02, 1.50803e-02, 1.44096e+01
1.07863e-02, 1.19375e-02, 1.13619e-02, 1.65846e-02, 1.44064e+01
1.19375e-02, 1.32038e-02, 1.25707e-02, 1.82381e-02, 1.44025e+01
1.32038e-02, 1.45968e-02, 1.39003e-02, 2.00554e-02, 1.43977e+01
1.45968e-02, 1.61290e-02, 1.53629e-02, 2.20520e-02, 1.43920e+01
1.61290e-02, 1.78145e-02, 1.69717e-02, 2.42454e-02, 1.43850e+01
1.78145e-02, 1.96685e-02, 1.87415e-02, 2.66542e-02, 1.43764e+01
1.96685e-02, 2.17079e-02, 2.06882e-02, 2.92986e-02, 1.43661e+01
2.17079e-02, 2.39513e-02, 2.28296e-02, 3.22003e-02, 1.43536e+01
