# time, 0, 1
0.00000e+00, 1.00000e+00, 1.00556e+00
1.00000e-02, 9.89947e-01, 1.00556e+00
2.00000e-02, 9.79995e-01, 1.00556e+00
3.00000e-02, 9.70143e-01, 1.00556e+00
4.00000e-02, 9.60390e-01, 1.00556e+00
5.00000e-02, 9.50735e-01, 1.00556e+00
6.00000e-02, 9.41177e-01, 1.00556e+00
7.00000e-02, 9.31716e-01, 1.00556e+00
8.00000e-02, 9.22349e-01, 1.00556e+00
9.00000e-02, 9.13077e-01, 1.00556e+00
1.00000e-01, 9.03898e-01, 1.00556e+00
1.10000e-01, 8.94811e-01, 1.00556e+00
1.20000e-01, 8.85816e-01, 1.00556e+00
1.30000e-01, 8.76911e-01, 1.00556e+00
1.40000e-01, 8.68095e-01, 1.00556e+00
1.50000e-01, 8.59369e-01, 1.00556e+00
1.60000e-01, 8.50730e-01, 1.00556e+00
1.70000e-01, 8.42177e-01, 1.00556e+00
1.80000e-01, 8.33711e-01, 1.00556e+00
1.90000e-01, 8.25330e-01, 1.00556e+00
2.00000e-01, 8.17034e-01, 1.00556e+00
2.10000e-01, 8.08820e-01, 1.00556e+00
2.20000e-01, 8.00690e-01, 1.00556e+00
2.30000e-01, 7.92641e-01, 1.00556e+00
2.40000e-01, 7.84673e-01, 1.00556e+00
2.50000e-01, 7.76785e-01, 1.00556e+00
2.60000e-01, 7.68976e-01, 1.00556e+00
2.70000e-01, 7.61246e-01, 1.00556e+00
2.80000e-01, 7.53594e-01, 1.00556e+00
2.90000e-01, 7.46018e-01, 1.00556e+00
3.00000e-01, 7.38519e-01, 1.00556e+00
3.10000e-01, 7.31095e-01, 1.00556e+00
3.20000e-01, 7.23746e-01, 1.00556e+00
3.30000e-01, 7.16471e-01, 1.00556e+00
3.40000e-01, 7.09269e-01, 1.00556e+00
3.50000e-01, 7.02139e-01, 1.00556e+00
3.60000e-01, 6.95081e-01, 1.00556e+00
3.70000e-01, 6.88094e-01, 1.00556e+00
3.80000e-01, 6.81177e-01, 1.00556e+00
3.90000e-01, 6.74330e-01, 1.00556e+00
4.00000e-01, 6.67552e-01, 1.00556e+00
4.10000e-01, 6.60842e-01, 1.00556e+00
4.20000e-01, 6.54199e-01, 1.00556e+00
4.30000e-01, 6.47623e-01, 1.00556e+00
4.40000e-01, 6.41113e-01, 1.00556e+00
4.50000e-01, 6.34669e-01, 1.00556e+00
4.60000e-01, 6.28289e-01, 1.00556e+00
4.70000e-01, 6.21974e-01, 1.00556e+00
4.80000e-01, 6.15722e-01, 1.00556e+00
4.90000e-01, 6.09533e-01, 1.00556e+00
5.00000e-01, 6.03406e-01, 1.00556e+00
5.10000e-01, 5.97341e-01, 1.00556e+00
5.20000e-01, 5.91337e-01, 1.00556e+00
5.30000e-01, 5.85393e-01, 1.00556e+00
5.40000e-01, 5.79509e-01, 1.00556e+00
5.50000e-01, 5.73684e-01, 1.00556e+00
5.60000e-01, 5.67918e-01, 1.00556e+00
5.70000e-01, 5.62210e-01, 1.00556e+00
5.80000e-01, 5.56559e-01, 1.00556e+00
5.90000e-01, 5.50965e-01, 1.00556e+00
6.00000e-01, 5.45427e-01, 1.00556e+00
6.10000e-01, 5.39945e-01, 1.00556e+00
6.20000e-01, 5.34518e-01, 1.00556e+00
6.30000e-01, 5.29145e-01, 1.00556e+00
6.40000e-01, 5.23827e-01, 1.00556e+00
6.50000e-01, 5.18562e-01, 1.00556e+00
6.60000e-01, 5.13350e-01, 1.00556e+00
6.70000e-01, 5.08190e-01, 1.00556e+00
6.80000e-01, 5.03083e-01, 1.00556e+00
6.90000e-01, 4.98026e-01, 1.00556e+00
7.00000e-01, 4.93021e-01, 1.00556e+00
7.10000e-01, 4.88066e-01, 1.00556e+00
7.20000e-01, 4.83160e-01, 1.00556e+00
7.30000e-01, 4.78304e-01, 1.00556e+00
7.40000e-01, 4.73497e-01, 1.00556e+00
7.50000e-01, 4.68738e-01, 1.00556e+00
7.60000e-01, 4.64027e-01, 1.00556e+00
7.70000e-01, 4.59364e-01, 1.00556e+00
7.80000e-01, 4.54747e-01, 1.00556e+00
7.90000e-01, 4.50177e-01, 1.00556e+00
8.00000e-01, 4.45652e-01, 1.00556e+00
8.10000e-01, 4.41173e-01, 1.00556e+00
8.20000e-01, 4.36740e-01, 1.00556e+00
8.30000e-01, 4.32350e-01, 1.00556e+00
8.40000e-01, 4.28005e-01, 1.00556e+00
8.50000e-01, 4.23704e-01, 1.00556e+00
8.60000e-01, 4.19446e-01, 1.00556e+00
8.70000e-01, 4.15230e-01, 1.00556e+00
8.80000e-01, 4.11057e-01, 1.00556e+00
8.90000e-01, 4.06926e-01, 1.00556e+00
9.00000e-01, 4.02837e-01, 1.00556e+00
9.10000e-01, 3.98789e-01, 1.00556e+00
9.20000e-01, 3.94781e-01, 1.00556e+00
9.30000e-01, 3.90814e-01, 1.00556e+00
9.40000e-01, 3.86886e-01, 1.00556e+00
9.50000e-01, 3.82998e-01, 1.00556e+00
9.60000e-01, 3.79150e-01, 1.00556e+00
9.70000e-01, 3.75339e-01, 1.00556e+00
9.80000e-01, 3.71568e-01, 1.00556e+00
9.90000e-01, 3.67834e-01, 1.00556e+00
1.00000e+00, 3.64137e-01, 1.00556e+00
