# time, 0, 1
0.00000e+00, 1.00000e+00, 1.00000e+00
1.81818e-02, 1.00909e+00, 1.02482e+00
3.63636e-02, 1.02215e+00, 1.05294e+00
5.45455e-02, 1.03106e+00, 1.07826e+00
7.27273e-02, 1.04190e+00, 1.10536e+00
9.09091e-02, 1.05233e+00, 1.13249e+00
1.09091e-01, 1.05958e+00, 1.15735e+00
1.27273e-01, 1.09165e+00, 1.21187e+00
1.45455e-01, 1.11498e+00, 1.25698e+00
1.63636e-01, 1.16056e+00, 1.33161e+00
1.81818e-01, 1.20165e+00, 1.40110e+00
2.00000e-01, 1.28980e+00, 1.52888e+00
2.18182e-01, 1.37320e+00, 1.65541e+00
2.36364e-01, 1.48473e+00, 1.81551e+00
2.54545e-01, 1.59333e+00, 1.97916e+00
2.72727e-01, 1.74719e+00, 2.19843e+00
2.90909e-01, 1.91976e+00, 2.44331e+00
3.09091e-01, 2.10435e+00, 2.71143e+00
3.27273e-01, 2.30974e+00, 3.00639e+00
3.45455e-01, 2.59967e+00, 3.41398e+00
3.63636e-01, 2.89644e+00, 3.83520e+00
3.81818e-01, 3.21036e+00, 4.29213e+00
4.00000e-01, 3.67787e+00, 4.93243e+00
4.18182e-01, 4.05663e+00, 5.48256e+00
4.36364e-01, 4.58262e+00, 6.23615e+00
4.54545e-01, 5.15660e+00, 7.06364e+00
4.72727e-01, 5.83554e+00, 8.02938e+00
4.90909e-01, 6.52505e+00, 9.05022e+00
5.09091e-01, 7.28322e+00, 1.01567e+01
5.27273e-01, 8.22715e+00, 1.15463e+01
5.45455e-01, 9.19250e+00, 1.29852e+01
5.63636e-01, 1.02857e+01, 1.46077e+01
5.81818e-01, 1.15564e+01, 1.65330e+01
6.00000e-01, 1.28768e+01, 1.85002e+01
6.18182e-01, 1.45991e+01, 2.11280e+01
6.36364e-01, 1.63381e+01, 2.37500e+01
6.54545e-01, 1.83114e+01, 2.68046e+01
6.72727e-01, 2.05584e+01, 3.02509e+01
6.90909e-01, 2.29871e+01, 3.40417e+01
7.09091e-01, 2.57210e+01, 3.83092e+01
7.27273e-01, 2.86933e+01, 4.29777e+01
7.45455e-01, 3.22719e+01, 4.86126e+01
7.63636e-01, 3.61994e+01, 5.48263e+01
7.81818e-01, 4.07106e+01, 6.20398e+01
8.00000e-01, 4.54807e+01, 6.96544e+01
8.18182e-01, 5.09320e+01, 7.84598e+01
8.36364e-01, 5.69283e+01, 8.81717e+01
8.54545e-01, 6.38148e+01, 9.93506e+01
8.72727e-01, 7.12097e+01, 1.11537e+02
8.90909e-01, 8.04645e+01, 1.26594e+02
9.09091e-01, 8.95128e+01, 1.41696e+02
9.27273e-01, 1.01310e+02, 1.61172e+02
9.45455e-01, 1.11552e+02, 1.78448e+02
9.63636e-01, 1.26327e+02, 2.03202e+02
9.81818e-01, 1.40342e+02, 2.27011e+02
1.00000e+00, 1.56842e+02, 2.55083e+02
